Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene % GC content	MGI symbol
ENSMUSG00000110054	7	11890770	11900556	-1	39.89	Gm18851
ENSMUSG00000083846	2	95697917	95698036	-1	46.67	Gm13797
ENSMUSG00000031884	8	104867488	104873861	1	45.97	Ces2d-ps
ENSMUSG00000107218	5	90922732	90924902	1	43.07	Gm42530
ENSMUSG00000092285	7	11911246	11912210	-1	36.79	Vmn1r-ps56
ENSMUSG00000094759	X	30820542	30843469	-1	36.71	Gm10487
ENSMUSG00000109811	7	11915871	11916492	1	39.71	Tpt1-ps4
ENSMUSG00000022789	16	16312230	16358959	-1	37.09	Dnm1l
ENSMUSG00000085321	6	30896899	30943470	1	42.18	4930412F09Rik
ENSMUSG00000081842	2	117240883	117241441	1	40.79	Rap1a-ps2
ENSMUSG00000027656	2	163820861	163833146	1	50.20	Wisp2
ENSMUSG00000083843	X	58709195	58709656	-1	45.89	Gm7071
ENSMUSG00000039032	6	30896981	30915573	-1	42.33	Tsga13
ENSMUSG00000029376	5	90931117	91021368	1	40.68	Mthfd2l
ENSMUSG00000115267	7	11923523	11938213	-1	35.46	Vmn1r76
ENSMUSG00000046180	X	58909360	58920304	1	42.21	4930550L24Rik
ENSMUSG00000097964	6	78068568	78069587	-1	44.12	Gm21045
ENSMUSG00000097327	10	22113050	22149270	-1	40.31	E030030I06Rik
ENSMUSG00000087060	11	16935154	16951282	-1	40.48	Eldr
ENSMUSG00000116579	16	58651490	58655244	-1	44.79	
ENSMUSG00000037845	9	50768236	50773348	1	44.18	Fdxacb1
ENSMUSG00000028012	3	129804408	129822587	-1	44.27	Rrh
ENSMUSG00000039431	8	40551095	40634797	-1	42.76	Mtmr7
ENSMUSG00000108045	6	78215878	78217113	1	53.07	Gm5576
ENSMUSG00000097795	10	22124496	22125438	1	50.27	Gm7678
ENSMUSG00000020978	12	69296681	69310687	1	44.66	Klhdc2
ENSMUSG00000039693	4	48539935	48561919	1	47.06	Msantd3
ENSMUSG00000099683	2	137198983	137199732	1	40.00	Gm28214
ENSMUSG00000032743	7	125707888	125874793	1	47.58	D430042O09Rik
ENSMUSG00000097214	10	22110621	22113345	1	38.64	Gm19791
ENSMUSG00000116185	15	77175789	77178264	-1	40.23	
ENSMUSG00000102684	9	87738192	87740020	-1	52.05	Gm37374
ENSMUSG00000031007	X	12587801	12617049	1	43.11	Atp6ap2
ENSMUSG00000105528	5	14027894	14029765	1	39.90	Gm43519
ENSMUSG00000036510	8	99024471	99416471	-1	36.68	Cdh8
ENSMUSG00000085504	2	137288503	137329126	1	39.91	Gm14055
ENSMUSG00000106666	3	112766809	112767012	-1	48.53	Gm43587
ENSMUSG00000112065	10	108482650	108482991	1	53.51	Gm47466
ENSMUSG00000106310	5	14242462	14245339	1	36.97	Gm43523
ENSMUSG00000102043	9	87769770	87770271	1	47.01	Gm9541
ENSMUSG00000078675	4	61515592	61519531	-1	41.07	Mup16
ENSMUSG00000086332	4	19979445	19985388	-1	40.58	4930480G23Rik
ENSMUSG00000105588	3	113019875	113022139	1	43.22	Utp14b-ps1
ENSMUSG00000085640	2	137663435	137829244	1	39.12	Gm14064
ENSMUSG00000099584	9	88039089	88039692	-1	44.37	Gm28877
ENSMUSG00000053211	Y	725128	797409	-1	38.08	Zfy1
ENSMUSG00000087537	2	95838088	95840594	1	37.57	Gm13799
ENSMUSG00000044819	14	120019585	120042435	-1	42.71	Oxgr1
ENSMUSG00000099886	9	88121295	88122765	-1	52.69	Gm2324
ENSMUSG00000113041	13	75727279	75729162	1	37.37	Gm48302
ENSMUSG00000086214	2	137870046	137876831	-1	39.18	Gm14062
ENSMUSG00000044367	11	70216789	70221064	-1	52.39	Slc16a13
ENSMUSG00000045952	3	113053889	113054285	-1	49.12	Gm5548
ENSMUSG00000114125	13	75700162	75707172	-1	38.92	1700037F03Rik
ENSMUSG00000047293	16	58717433	58719070	-1	46.76	Gpr15
ENSMUSG00000108260	6	56905911	56906582	-1	43.01	Gm3793
ENSMUSG00000087343	4	134448766	134450171	-1	53.06	1700021N21Rik
ENSMUSG00000104258	2	95867926	95887514	1	36.82	Gm37175
ENSMUSG00000091071	12	20814257	20815727	-1	58.67	1700030C10Rik
ENSMUSG00000105665	3	113055796	113056625	-1	34.22	Gm38395
ENSMUSG00000029436	5	129584169	129611099	1	52.78	Mmp17
ENSMUSG00000022742	16	58670292	58717636	1	40.82	Cpox
ENSMUSG00000099759	12	20804381	20815779	-1	47.25	1700030C10Rik
ENSMUSG00000073988	4	20007938	20030785	1	39.96	Ttpa
ENSMUSG00000102075	9	88145969	88146557	1	44.65	Gm5368
ENSMUSG00000041632	13	99344786	99415562	1	45.18	Mrps27
ENSMUSG00000083079	3	113147656	113156727	-1	33.93	Amy2b
ENSMUSG00000103947	3	45445669	45448806	1	37.92	Gm37345
ENSMUSG00000101813	12	20804562	20804708	-1	46.94	Gm28503
ENSMUSG00000103534	3	45690544	45690904	-1	48.20	Gm37835
ENSMUSG00000052749	7	104355382	104369884	-1	39.93	Trim30b
ENSMUSG00000062098	2	138256565	138589292	1	40.83	Btbd3
ENSMUSG00000044268	10	22153280	22154416	-1	45.65	Gm4895
ENSMUSG00000100782	9	88259895	88263035	1	42.85	Gm28231
ENSMUSG00000000682	4	134082448	134095082	-1	49.53	Cd52
ENSMUSG00000096688	4	61591929	61595871	-1	41.19	Mup17
ENSMUSG00000102190	3	45775424	45775894	-1	36.94	Gm38166
ENSMUSG00000029660	5	149439660	149470979	1	45.94	Tex26
ENSMUSG00000113979	12	42017880	42025420	1	39.12	Gm47012
ENSMUSG00000047759	11	64435332	64522841	1	43.57	Hs3st3a1
ENSMUSG00000113420	12	42028212	42028916	1	45.11	Gm7242
ENSMUSG00000098702	18	61726390	61735917	1	45.99	1500015A07Rik
ENSMUSG00000086580	X	31347183	31347822	-1	48.44	Gm15280
ENSMUSG00000069755	12	20877084	20921262	-1	44.73	Zfp125
ENSMUSG00000020982	12	69310522	69357165	-1	39.69	Nemf
ENSMUSG00000086906	X	31351400	31351897	1	44.98	Gm15276
ENSMUSG00000104703	3	117969130	117973526	1	35.91	4921521D15Rik
ENSMUSG00000085642	12	20874125	20921262	-1	44.94	3110053B16Rik
ENSMUSG00000044501	17	22361453	22377281	1	37.56	Zfp758
ENSMUSG00000030272	6	113334124	113343984	-1	50.25	Camk1
ENSMUSG00000095770	X	31962044	31962821	1	46.14	Gm21637
ENSMUSG00000109434	7	58720199	58722889	1	44.22	Gm44937
ENSMUSG00000063935	5	72576806	72581254	-1	50.01	Zar1
ENSMUSG00000035020	5	91027464	91035215	1	40.57	Epgn
ENSMUSG00000111816	9	120521813	120522819	1	55.21	Gm7229
ENSMUSG00000094763	3	69131233	69157177	1	42.56	Gm1647
ENSMUSG00000025324	7	58656166	58829420	1	42.64	Atp10a
ENSMUSG00000099980	9	85781868	85782627	-1	55.00	Gm5619
ENSMUSG00000020428	11	42306437	42321072	-1	35.82	Gabra6
ENSMUSG00000033405	14	73518877	73548242	-1	43.82	Nudt15
ENSMUSG00000115133	14	120077510	120077659	1	42.67	Gm20167
ENSMUSG00000071356	6	78370657	78373466	1	41.71	Reg3b
ENSMUSG00000110862	9	41680147	41737398	-1	42.33	Gm35835
ENSMUSG00000027184	2	103762941	103797649	-1	38.77	Caprin1
ENSMUSG00000059854	8	110266977	110610253	1	44.69	Hydin
ENSMUSG00000098207	3	69222419	69223618	1	41.75	Arl14
ENSMUSG00000024731	19	10962293	10974670	-1	49.07	Ms4a10
ENSMUSG00000111954	10	57290889	57292353	1	52.01	Gm7001
ENSMUSG00000111969	10	57386423	57391155	1	45.74	Gm9129
ENSMUSG00000097311	3	118430324	118530022	1	37.66	Gm26871
ENSMUSG00000115146	14	120089943	120195452	-1	43.21	Gm4681
ENSMUSG00000097828	13	99396924	99412876	-1	45.78	6430562O15Rik
ENSMUSG00000027349	2	117249739	117271540	1	40.84	Fam98b
ENSMUSG00000110981	9	41805412	41838418	1	42.67	Gm35940
ENSMUSG00000114983	14	120129924	120130603	-1	44.56	Gm48997
ENSMUSG00000059994	3	87376387	87402934	1	43.60	Fcrl1
ENSMUSG00000111511	9	41803165	41876268	-1	43.17	
ENSMUSG00000074365	7	15882617	15904020	1	43.82	Crxos
ENSMUSG00000094664	5	123255481	123255813	-1	48.05	Rpl35a-ps6
ENSMUSG00000035238	2	163853651	163859746	1	52.69	Kcnk15
ENSMUSG00000033684	1	155776029	155812889	-1	50.47	Qsox1
ENSMUSG00000106699	5	93421672	93423396	1	41.74	Gm43224
ENSMUSG00000029442	5	123252102	123327484	1	47.57	Wdr66
ENSMUSG00000022110	14	73525319	73596142	1	41.81	Sucla2
ENSMUSG00000100128	6	89698719	89699517	-1	44.68	Vmn1r-ps25
ENSMUSG00000105493	14	53663341	53663780	-1	50.91	Gm43551
ENSMUSG00000111988	10	57413481	57413711	-1	56.28	Gm19256
ENSMUSG00000099719	1	58850085	58892792	-1	43.38	Gm28802
ENSMUSG00000096044	5	93481829	93540200	-1	40.16	Gm16427
ENSMUSG00000035226	2	163859751	163918683	-1	50.61	Rims4
ENSMUSG00000024826	19	5896516	5913010	-1	47.68	Dpf2
ENSMUSG00000096051	6	89707540	89716657	1	42.09	Vmn1r40
ENSMUSG00000104178	3	118434770	118435997	1	47.80	Gm9916
ENSMUSG00000104033	3	118526151	118528270	1	29.81	Gm37773
ENSMUSG00000029377	5	91074622	91093646	1	39.61	Ereg
ENSMUSG00000101695	10	76389015	76401507	1	46.11	1700094J05Rik
ENSMUSG00000097370	10	57478381	57486351	-1	40.80	4930467K11Rik
ENSMUSG00000109393	7	58675421	58676155	1	39.73	Gm44936
ENSMUSG00000030271	6	113326972	113335068	1	48.03	Ogg1
ENSMUSG00000052087	13	55369732	55384687	1	51.73	Rgs14
ENSMUSG00000041608	9	120539818	120568327	1	47.99	Entpd3
ENSMUSG00000094828	14	53665929	53666506	1	51.56	Trav3-3
ENSMUSG00000037784	9	99629496	99669256	1	47.79	Dzip1l
ENSMUSG00000081018	X	139795000	139795105	-1	52.83	Gm15012
ENSMUSG00000085206	2	20921860	20931389	-1	39.55	Gm13380
ENSMUSG00000107350	5	91051871	91074773	-1	39.53	Gm19610
ENSMUSG00000107164	5	149441861	149443581	1	47.94	4933425D22Rik
ENSMUSG00000106185	5	86976820	86991777	1	37.40	Gm7631
ENSMUSG00000051735	7	28788969	28798963	1	51.65	Rinl
ENSMUSG00000099469	1	103363986	103423658	1	38.33	Gm29141
ENSMUSG00000032397	9	64281581	64305424	1	41.10	Tipin
ENSMUSG00000030114	6	122270596	122282882	-1	42.75	Klrg1
ENSMUSG00000036591	2	20847919	20968881	-1	41.40	Arhgap21
ENSMUSG00000112943	12	87480108	87482836	1	57.49	Gm18983
ENSMUSG00000000317	11	70224128	70229798	-1	51.38	Bcl6b
ENSMUSG00000047230	X	139800828	139811386	1	46.05	Cldn2
ENSMUSG00000024500	18	42637432	43059471	-1	41.96	Ppp2r2b
ENSMUSG00000086775	2	26640372	26645944	1	51.48	Snhg7os
ENSMUSG00000101348	1	97346475	97573015	1	38.40	Gm7135
ENSMUSG00000058006	4	32657119	32775217	1	41.78	Mdn1
ENSMUSG00000108090	6	122295664	122296045	1	51.31	Gm6637
ENSMUSG00000043263	1	173630917	173647928	1	37.89	Ifi209
ENSMUSG00000108183	6	122305948	122306188	1	49.79	Gm44227
ENSMUSG00000114897	X	32159583	32160345	1	46.66	Gm5923
ENSMUSG00000104802	5	86997159	86998415	1	47.57	Gm5869
ENSMUSG00000103179	1	97544264	97545448	-1	35.78	Gm37171
ENSMUSG00000001128	X	20925454	20931555	-1	47.82	Cfp
ENSMUSG00000096678	14	53676141	53676630	1	54.49	Trav9-4
ENSMUSG00000113372	12	87485143	87485800	1	48.18	Gm18624
ENSMUSG00000019689	6	38533502	38539449	1	45.23	Fmc1
ENSMUSG00000110998	9	61138515	61145259	1	48.45	I730028E13Rik
ENSMUSG00000099711	X	32726109	32728051	1	39.06	Btbd35f21
ENSMUSG00000087063	5	123293638	123310324	-1	49.15	Gm15857
ENSMUSG00000081342	11	83800464	83801092	1	49.44	Gm11434
ENSMUSG00000113805	12	87494721	87495155	1	39.08	Gm5788
ENSMUSG00000018326	2	163994960	164018588	1	44.96	Ywhab
ENSMUSG00000104491	3	45775933	45776191	-1	44.40	Gm32340
ENSMUSG00000111449	9	61206679	61212916	1	47.74	Gm34105
ENSMUSG00000084982	X	33282100	33282446	1	40.92	Gm15275
ENSMUSG00000100337	9	88280369	88281190	-1	40.51	Gm5066
ENSMUSG00000072575	14	51114426	51117807	1	44.20	Eddm3b
ENSMUSG00000081670	6	38542303	38546074	-1	39.48	Gm15697
ENSMUSG00000049532	14	52311172	52328762	-1	47.86	Sall2
ENSMUSG00000085235	11	83817682	83849493	-1	46.34	Gm12576
ENSMUSG00000086320	4	117700188	117700923	1	47.01	Gm12840
ENSMUSG00000104362	3	118530883	118535013	1	38.37	Gm37928
ENSMUSG00000111156	9	41876319	41879401	1	45.41	Gm48814
ENSMUSG00000104511	3	46413402	46414120	1	38.66	Gm18843
ENSMUSG00000025289	X	155323918	155340754	-1	38.51	Prdx4
ENSMUSG00000111726	9	41886512	41890604	-1	47.42	Gm40513
ENSMUSG00000111795	9	88286724	88287153	1	53.72	Gm47620
ENSMUSG00000108127	4	117724412	117726872	1	46.53	Gm12845
ENSMUSG00000092300	11	116216003	116220287	1	54.33	Cdk3-ps
ENSMUSG00000111658	9	61259227	61293809	-1	48.72	B930092H01Rik
ENSMUSG00000041710	X	144381671	144688180	-1	39.64	Trpc5
ENSMUSG00000102325	1	103724345	103727233	1	34.61	Gm37789
ENSMUSG00000052479	8	99416642	99733438	1	37.76	A330008L17Rik
ENSMUSG00000068341	6	78375874	78378865	-1	41.44	Reg3d
ENSMUSG00000113692	12	24512674	24512839	-1	54.22	Gm47482
ENSMUSG00000074256	9	61370797	61372193	-1	55.33	Gm10655
ENSMUSG00000096096	14	53683647	53684177	1	51.41	Trav4-4-dv10
ENSMUSG00000090919	3	46442197	46448219	-1	39.78	Pabpc4l
ENSMUSG00000059669	12	24498359	24558539	1	43.03	Taf1b
ENSMUSG00000090116	8	99397213	99506770	-1	38.45	Gm15680
ENSMUSG00000095030	14	52347495	52356408	-1	43.35	Olfr1513
ENSMUSG00000083586	8	99664019	99665407	1	50.90	Gm8688
ENSMUSG00000101297	1	104311721	104312027	1	49.51	Gm18447
ENSMUSG00000102729	3	118537021	118540531	1	35.18	Gm32444
ENSMUSG00000084260	4	117728718	117729299	-1	47.77	Gm12844
ENSMUSG00000080930	2	15342625	15343420	1	44.72	Gm13367
ENSMUSG00000086842	8	99145386	99148089	-1	48.30	Gm15681
ENSMUSG00000033060	14	101729957	101934710	1	41.94	Lmo7
ENSMUSG00000109775	8	99045927	99049409	-1	41.34	Gm45297
ENSMUSG00000029797	6	48448229	48501250	1	53.93	Sspo
ENSMUSG00000100059	1	104470941	104471416	-1	39.92	Gm29140
ENSMUSG00000089819	8	99011886	99032740	1	36.06	Gm15679
ENSMUSG00000083631	2	15385618	15386587	1	39.48	Gm13366
ENSMUSG00000104673	14	53694573	53694875	-1	38.94	Gm43550
ENSMUSG00000071715	15	78244801	78262580	1	52.47	Ncf4
ENSMUSG00000030851	7	46861203	46878142	1	45.63	Ldhc
ENSMUSG00000102819	4	119295028	119295461	-1	43.55	Gm37817
ENSMUSG00000033099	15	78934933	78943638	1	52.48	Nol12
ENSMUSG00000026305	1	90998737	91128944	1	47.76	Lrrfip1
ENSMUSG00000110156	19	5912822	5914826	1	48.38	Gm42067
ENSMUSG00000082106	X	144555211	144556337	-1	44.19	Mageb16-ps1
ENSMUSG00000028832	4	134468320	134473843	1	47.19	Stmn1
ENSMUSG00000049353	1	191977370	191988283	1	50.97	Rd3
ENSMUSG00000007458	6	122308720	122317680	1	43.70	M6pr
ENSMUSG00000109317	7	48796302	48799409	1	40.70	Gm45041
ENSMUSG00000101036	Y	841783	847750	-1	42.51	Gm28588
ENSMUSG00000072934	X	144456581	144477066	1	39.68	Trpc5os
ENSMUSG00000030471	7	48789003	48827440	1	40.50	Zdhhc13
ENSMUSG00000069053	Y	818649	844224	1	43.73	Uba1y
ENSMUSG00000028053	3	88950622	89079375	1	40.65	Ash1l
ENSMUSG00000081635	X	144499327	144500692	1	43.19	Gm15071
ENSMUSG00000097409	8	110265248	110267462	-1	46.55	Gm26832
ENSMUSG00000079516	6	78380709	78383827	1	42.80	Reg3a
ENSMUSG00000097108	10	22212653	22217241	1	43.93	Gm26581
ENSMUSG00000062861	7	6383295	6396915	1	45.91	Zfp28
ENSMUSG00000024462	17	37045966	37075067	1	48.79	Gabbr1
ENSMUSG00000113603	13	64262114	64264374	1	40.47	Gm47004
ENSMUSG00000109565	7	29798712	29799796	-1	43.59	Gm6579
ENSMUSG00000097101	13	64248700	64271852	1	43.99	1810034E14Rik
ENSMUSG00000053219	10	22158569	22374139	1	43.29	Raet1e
ENSMUSG00000029378	5	91139599	91148432	1	40.83	Areg
ENSMUSG00000072902	11	59002910	59007293	1	61.06	Gm10435
ENSMUSG00000054266	13	33192959	33203129	1	39.26	Serpinb9d
ENSMUSG00000051518	15	80260615	80264315	-1	52.66	Rps19bp1
ENSMUSG00000086680	11	97280128	97282897	1	51.62	Gm11592
ENSMUSG00000097416	1	191986832	191990138	-1	43.94	Gm26670
ENSMUSG00000105663	5	51855220	51858775	-1	40.10	Gm43606
ENSMUSG00000085585	11	54247600	54254495	1	51.41	Gm12223
ENSMUSG00000106010	5	51875419	51879602	-1	39.44	Gm42616
ENSMUSG00000001441	11	97205842	97280638	-1	41.18	Npepps
ENSMUSG00000018916	11	54247271	54249667	-1	49.27	Csf2
ENSMUSG00000116536	16	90089983	90090496	1	53.89	
ENSMUSG00000113989	12	42088439	42115803	1	37.52	Gm47013
ENSMUSG00000021482	13	64275280	64312710	-1	44.68	Aaed1
ENSMUSG00000002489	16	89787111	90143769	-1	47.65	Tiam1
ENSMUSG00000022744	16	58727910	58734251	1	44.91	Cldnd1
ENSMUSG00000081237	13	33217268	33218151	-1	41.52	Gm11385
ENSMUSG00000051367	12	73040015	73053887	-1	50.04	Six1
ENSMUSG00000005779	3	94884093	94886961	-1	49.84	Psmb4
ENSMUSG00000113703	13	33237702	33238305	1	43.54	Gm47788
ENSMUSG00000055491	19	46044886	46072915	1	49.08	Pprc1
ENSMUSG00000043843	7	25306106	25316195	1	54.10	Tmem145
ENSMUSG00000052727	13	99421446	99516540	-1	45.38	Map1b
ENSMUSG00000081435	4	67165479	67165847	1	40.11	Gm11403
ENSMUSG00000086926	7	58836793	58837938	-1	57.50	Gm6226
ENSMUSG00000025794	9	120571444	120574654	1	49.58	Rpl14
ENSMUSG00000104919	5	51891986	51893214	-1	43.45	Gm42617
ENSMUSG00000084959	18	42935470	42938887	1	40.67	4933407I08Rik
ENSMUSG00000081821	X	155477096	155477665	1	44.21	Gm15158
ENSMUSG00000105942	5	51907122	51910931	-1	40.50	Gm43175
ENSMUSG00000075297	10	22158586	22288849	1	43.68	H60b
ENSMUSG00000083362	X	155504037	155504924	-1	50.56	Gm8606
ENSMUSG00000082327	2	96133435	96133594	1	36.88	Gm13801
ENSMUSG00000086246	X	33283741	33284031	-1	35.74	Gm15274
ENSMUSG00000106292	5	52079888	52082332	-1	48.92	Gm43174
ENSMUSG00000011427	7	29816114	29831005	1	46.65	Zfp790
ENSMUSG00000109261	7	58926564	58927790	1	48.00	Gm44938
ENSMUSG00000104847	5	52117312	52118523	1	42.16	Gm43177
ENSMUSG00000036667	6	42668002	42710088	-1	40.37	Tcaf1
ENSMUSG00000026919	2	26667674	26671282	-1	43.45	Lcn4
ENSMUSG00000109252	7	58948934	58949559	-1	41.69	Gm18453
ENSMUSG00000102915	1	191992861	191993092	1	49.57	Gm32460
ENSMUSG00000106648	5	52139585	52142573	-1	45.30	Gm43176
ENSMUSG00000101107	Y	869709	873309	-1	45.74	Gm28587
ENSMUSG00000081169	4	86627075	86631251	-1	43.16	Gm12551
ENSMUSG00000097295	10	22262742	22263367	-1	45.85	Hmgb1-ps8
ENSMUSG00000020734	11	115249169	115267243	-1	55.18	Grin2c
ENSMUSG00000097245	10	22343439	22345792	1	53.14	Gm5421
ENSMUSG00000084932	X	155622789	155623361	1	65.45	Gm15156
ENSMUSG00000000253	13	45507444	45553800	1	48.23	Gmpr
ENSMUSG00000097705	10	22187013	22302835	-1	43.26	Gm26740
ENSMUSG00000099464	1	104513001	104514068	1	46.72	Gm5260
ENSMUSG00000034460	12	73099609	73113456	-1	45.42	Six4
ENSMUSG00000110271	7	11952422	11953403	-1	43.79	Gm45387
ENSMUSG00000041552	X	155573455	155623814	-1	37.79	Ptchd1
ENSMUSG00000092466	7	11965562	11965849	-1	34.38	Vmn1r-ps57
ENSMUSG00000102299	1	155789124	155789358	1	48.94	Gm37539
ENSMUSG00000048626	4	117757836	117765648	-1	46.45	Klf17
ENSMUSG00000097586	10	22281454	22281736	-1	43.11	Gm26528
ENSMUSG00000100019	9	85789764	85790571	-1	56.93	Gm18766
ENSMUSG00000114282	13	99502477	99504439	-1	46.87	5330431K02Rik
ENSMUSG00000078452	10	22360552	22374139	1	43.41	Raet1d
ENSMUSG00000109258	8	10675348	10676913	-1	49.68	5330413D20Rik
ENSMUSG00000019989	10	24772406	24842823	-1	41.91	Enpp3
ENSMUSG00000104035	18	61934976	61935220	-1	50.20	Gm37774
ENSMUSG00000080815	4	67518306	67518932	-1	44.34	Hmgb1-rs18
ENSMUSG00000112898	12	42117824	42151840	-1	37.81	Gm47020
ENSMUSG00000095607	14	53704007	53704514	1	45.47	Trav5-4
ENSMUSG00000023140	6	78395623	78408106	1	40.29	Reg2
ENSMUSG00000022469	15	97744770	97767972	-1	53.82	Rapgef3
ENSMUSG00000038525	5	21645813	21662694	1	45.52	Armc10
ENSMUSG00000041353	X	150397773	150459154	-1	41.10	Tmem29
ENSMUSG00000018914	11	54265303	54267277	-1	47.80	Il3
ENSMUSG00000100935	1	104609524	104610883	1	48.01	Gm29592
ENSMUSG00000054582	2	164025450	164050538	1	47.61	Pabpc1l
ENSMUSG00000109468	7	99141593	99141996	1	50.50	Gm45185
ENSMUSG00000082951	2	26722387	26723081	-1	39.71	Gm13359
ENSMUSG00000020803	11	72207547	72210015	1	40.95	Txndc17
ENSMUSG00000024992	19	38132781	38183958	1	43.04	Pde6c
ENSMUSG00000083087	4	67930881	67931739	1	57.04	Gm11249
ENSMUSG00000043929	X	94234599	94277724	1	37.85	Klhl15
ENSMUSG00000106542	3	118868244	118870477	1	38.90	Gm43410
ENSMUSG00000020831	11	70235206	70237914	-1	54.49	0610010K14Rik
ENSMUSG00000086364	4	68023031	68137113	1	37.63	Gm11751
ENSMUSG00000032420	9	88327197	88372092	1	44.48	Nt5e
ENSMUSG00000033308	3	118562129	119432924	1	37.65	Dpyd
ENSMUSG00000046876	13	45549755	45965008	-1	44.49	Atxn1
ENSMUSG00000022455	15	82298954	82314623	1	44.90	Wbp2nl
ENSMUSG00000097352	10	22306702	22321765	1	42.99	C920009B18Rik
ENSMUSG00000115923	16	16349203	16359011	1	38.53	
ENSMUSG00000048997	3	108202222	108210934	-1	55.77	Atxn7l2
ENSMUSG00000081782	X	151005870	151006528	1	39.30	Gm15152
ENSMUSG00000103878	1	182546250	182555480	1	44.79	Gm8197
ENSMUSG00000025266	X	150983141	151017322	-1	43.51	Gnl3l
ENSMUSG00000108909	7	58951578	58952176	1	44.07	Gm9373
ENSMUSG00000109746	8	59092611	59093423	-1	47.11	Gm7499
ENSMUSG00000101666	Y	873640	874215	1	44.10	Rhoay-ps3
ENSMUSG00000110401	8	59219317	59221173	1	52.34	Gm5740
ENSMUSG00000050855	7	29833620	29853669	-1	44.27	Zfp940
ENSMUSG00000109221	7	58970237	58971139	1	43.74	Gm9375
ENSMUSG00000033102	13	64189268	64275290	-1	43.49	Cdc14b
ENSMUSG00000110381	8	59419306	59451513	1	36.39	Gm34370
ENSMUSG00000108838	7	59109139	59109501	1	43.25	Gm45189
ENSMUSG00000059654	6	78422711	78428667	1	39.37	Reg1
ENSMUSG00000102755	1	192136689	192136821	1	63.91	Gm37055
ENSMUSG00000103653	1	192073820	192074450	-1	55.15	Gstp-ps
ENSMUSG00000097027	13	99516629	99521760	1	45.54	Gm26559
ENSMUSG00000110406	8	59825649	59844723	1	36.99	4930470O06Rik
ENSMUSG00000114578	13	99561442	99561919	1	50.63	Gm47158
ENSMUSG00000055109	X	155624741	156345887	1	37.25	Gm15155
ENSMUSG00000026637	1	191997205	192092559	-1	46.77	Traf5
ENSMUSG00000097053	10	22224280	22253819	1	41.84	Gm1972
ENSMUSG00000103545	13	99641974	99642803	1	48.07	1700012J22Rik
ENSMUSG00000081386	X	155922917	155923823	1	38.81	Gm15160
ENSMUSG00000021647	13	99898489	99901091	-1	51.90	Cartpt
ENSMUSG00000086500	8	11838978	11840400	-1	50.11	Gm15875
ENSMUSG00000108902	7	59109920	59110542	1	44.78	Gm9377
ENSMUSG00000108461	7	116443575	116444324	1	56.67	AV356131
ENSMUSG00000109308	7	59171529	59171914	1	51.30	Gm44743
ENSMUSG00000025223	19	46032593	46045214	-1	54.53	Ldb1
ENSMUSG00000082974	X	150431503	150431781	1	53.76	Gm15129
ENSMUSG00000097809	7	29853085	29858990	1	42.79	Gm26554
ENSMUSG00000109332	7	59202391	59203802	-1	29.60	Gm44742
ENSMUSG00000108566	7	116492117	116492404	-1	46.88	Gm45031
ENSMUSG00000090331	7	29855640	29856055	-1	52.64	Gm17199
ENSMUSG00000081506	3	113182249	113206697	-1	39.55	Amy2-ps1
ENSMUSG00000105461	14	52368918	52369688	-1	41.25	Gm4742
ENSMUSG00000082612	X	156539151	156540120	1	46.19	4930503H13Rik
ENSMUSG00000110049	7	11970947	11972933	1	45.55	Gm3836
ENSMUSG00000081231	4	68301246	68303290	-1	42.40	Tcp1-ps1
ENSMUSG00000092208	7	11976950	11977789	-1	40.24	Vmn1r-ps58
ENSMUSG00000097316	1	192136896	192151026	1	46.32	Gm10516
ENSMUSG00000086790	4	68312657	68321961	-1	36.61	Gm12911
ENSMUSG00000044768	1	97606318	97662074	-1	42.23	D1Ertd622e
ENSMUSG00000021490	13	55398187	55415592	1	50.90	Slc34a1
ENSMUSG00000020679	11	83850063	83905819	1	47.38	Hnf1b
ENSMUSG00000054459	12	11325242	11436613	-1	42.11	Vsnl1
ENSMUSG00000037395	1	192098546	192138062	-1	42.21	Rcor3
ENSMUSG00000058402	7	29859979	29877292	1	43.38	Zfp420
ENSMUSG00000021814	14	20455260	20480133	-1	42.82	Anxa7
ENSMUSG00000023017	15	99670368	99701130	1	51.83	Asic1
ENSMUSG00000113987	13	45936040	45936904	1	37.46	4930453C13Rik
ENSMUSG00000034282	11	116220559	116238077	-1	57.15	Evpl
ENSMUSG00000114131	13	45749572	45755206	1	43.11	Gm47460
ENSMUSG00000078616	7	104382065	104400837	-1	38.21	Trim30c
ENSMUSG00000106758	5	135471779	135473419	-1	45.16	Gm42731
ENSMUSG00000104170	1	13297036	13298907	-1	44.28	Gm37702
ENSMUSG00000103085	1	13343563	13348204	-1	42.63	Gm38120
ENSMUSG00000109860	7	11979676	11983912	-1	41.70	Gm17737
ENSMUSG00000039959	5	135406531	135545120	-1	48.77	Hip1
ENSMUSG00000103495	1	13234809	13236434	-1	47.05	Gm37409
ENSMUSG00000102639	1	13289812	13290506	-1	50.65	Gm38223
ENSMUSG00000062342	13	33249612	33260850	1	38.98	Serpinb9e
ENSMUSG00000005886	1	13139105	13374083	-1	44.28	Ncoa2
ENSMUSG00000026915	2	37483228	37703859	-1	38.55	Strbp
ENSMUSG00000036292	16	43980350	44063345	-1	42.02	Gramd1c
